"","Orthogroup","Esox.x","Okisu.x","Oketa.x","Omykiss.x","Onerka.x","Otsch.x","Salar.x","Ogorb.x","Total","Esox.y","Okisu.y","Oketa.y","Omykiss.y","Onerka.y","Otsch.y","Salar.y","Ogorb.y"
"46","OG0000215",3,3,3,5,8,3,2,5,32,"XP_010863738.2, XP_010863741.2, XP_034146432.1","XP_020356677.1, XP_031647577.1, XP_031647610.1","XP_035608256.1, XP_035609409.1, XP_035609410.1","XP_021470239.2, XP_021470248.2, XP_021470249.2, XP_021470250.2, XP_036818507.1","XP_029499419.1, XP_029505717.1, XP_029506112.1, XP_029511060.1, XP_029530001.1, XP_029530008.1, XP_029530009.1, XP_029531211.1","XP_024290092.1, XP_024290099.1, XP_042185307.1","XP_014012116.1, XP_014066423.1","XP_046174758.1, XP_046174766.1, XP_046174770.1, XP_046175370.1, XP_046176405.1"
"47","OG0000216",3,4,3,5,3,4,3,7,32,"NP_001297845.1, XP_034152220.1, XP_034152225.1","XP_020335106.2, XP_020345716.1, XP_020345731.1, XP_031660187.1","XP_035592126.1, XP_035592138.1, XP_035641716.1","NP_001117804.1, NP_001118081.1, XP_021477391.1, XP_036791867.1, XP_036835778.1","XP_029507649.1, XP_029534112.1, XP_029534138.1","XP_024273436.2, XP_024294367.2, XP_024294384.2, XP_042176567.1","NP_001117112.1, NP_001134702.1, XP_014016631.1","XP_046201226.1, XP_046201227.1, XP_046201229.1, XP_046201230.1, XP_046201231.1, XP_046206870.1, XP_046206893.1"
"48","OG0000217",3,5,4,4,4,4,4,4,32,"XP_010872011.1, XP_028977095.1, XP_028977115.1","XP_020319390.1, XP_020341344.1, XP_020358592.1, XP_020363460.1, XP_031663429.1","XP_035626382.1, XP_035635838.1, XP_035637745.1, XP_035647834.1","XP_021437884.1, XP_021443373.1, XP_021473429.1, XP_021479532.1","XP_029483165.1, XP_029527258.1, XP_029528699.1, XP_029536615.1","XP_024287835.1, XP_024300563.1, XP_042151958.1, XP_042165265.1","NP_001133187.1, NP_001133188.1, XP_013992610.1, XP_014069360.1","XP_046150474.1, XP_046161517.1, XP_046171846.1, XP_046182129.1"
"49","OG0000222",4,5,2,5,3,4,4,4,31,"XP_010864199.1, XP_010869821.1, XP_010886884.1, XP_019900890.1","XP_020336024.1, XP_020354376.1, XP_031666064.1, XP_031668221.1, XP_031676807.1","XP_035634338.1, XP_035655225.1","XP_021435957.1, XP_021459334.1, XP_021469755.1, XP_036819105.1, XP_036837540.1","XP_029488219.1, XP_029489764.1, XP_029497797.1","XP_024277014.1, XP_024279003.1, XP_024292041.1, XP_042169792.1","NP_001167084.1, XP_014004159.1, XP_014064146.1, XP_014071704.1","XP_046157178.1, XP_046160092.1, XP_046177385.1, XP_046194390.1"
"50","OG0000224",2,4,5,3,4,4,6,3,31,"XP_010885487.3, XP_010885491.2","XP_020346511.1, XP_031654223.1, XP_031654230.1, XP_031654232.1","XP_035604165.1, XP_035604850.1, XP_035604855.1, XP_035640413.1, XP_035640417.1","XP_021419515.2, XP_021419519.2, XP_021432803.2","XP_029486331.1, XP_029486333.1, XP_029521688.1, XP_029521689.1","XP_024301767.1, XP_042153917.1, XP_042156298.1, XP_042156299.1","XP_014008877.1, XP_014008880.1, XP_014008882.1, XP_014063710.1, XP_014063713.1, XP_014063718.1","XP_046153044.1, XP_046153046.1, XP_046185788.1"
"51","OG0000227",3,4,3,4,4,4,5,4,31,"XP_010868420.1, XP_028975745.1, XP_034145363.1","XP_020309051.1, XP_020316152.1, XP_020337390.1, XP_031691557.1","XP_035590493.1, XP_035610246.1, XP_035652716.1","XP_021431422.1, XP_021436178.2, XP_021466823.1, XP_036802113.1","XP_029484863.1, XP_029496478.1, XP_029525239.1, XP_029540546.1","XP_024243517.1, XP_024280662.1, XP_024282977.1, XP_042161440.1","XP_014010120.1, XP_014013740.1, XP_014034775.1, XP_014047865.1, XP_014059415.1","XP_046209843.1, XP_046212706.1, XP_046214580.1, XP_046224606.1"
"52","OG0000229",3,4,4,4,4,4,4,4,31,"XP_010863298.1, XP_010871162.1, XP_010892838.2","XP_020309263.1, XP_020323705.1, XP_020331529.1, XP_031655040.1","XP_035590821.1, XP_035602375.1, XP_035602385.1, XP_035604487.1","XP_021412505.1, XP_021423404.1, XP_021431178.1, XP_036802353.1","XP_029480366.1, XP_029485232.1, XP_029536093.1, XP_029540153.1","XP_024242534.1, XP_024243190.1, XP_024252179.2, XP_024295491.1","XP_013986142.1, XP_013986153.1, XP_014012425.1, XP_014014445.1","XP_046168524.1, XP_046186883.1, XP_046212386.1, XP_046224952.1"
"53","OG0000231",3,4,3,4,4,4,5,4,31,"XP_019901820.1, XP_028980624.1, XP_034148830.1","XP_020309448.1, XP_020337384.1, XP_031660790.1, XP_031691559.1","XP_035590476.1, XP_035610239.1, XP_035652739.1","XP_021420433.1, XP_021431409.1, XP_021436176.2, XP_036840821.1","XP_029484846.1, XP_029496479.1, XP_029525246.1, XP_029540568.1","XP_024243532.1, XP_024280656.1, XP_024282966.1, XP_042161447.1","XP_014010108.1, XP_014013732.1, XP_014014709.1, XP_014034786.1, XP_014059394.1","XP_046209842.1, XP_046212719.1, XP_046214588.1, XP_046224586.1"
"54","OG0000239",3,4,2,4,4,4,4,5,30,"XP_010903642.2, XP_028971338.1, XP_034145067.1","XP_020353062.2, XP_020353063.2, XP_020364052.1, XP_031646497.1","XP_035601703.1, XP_035606706.1","XP_021416401.2, XP_021416416.2, XP_021450493.2, XP_036829571.1","XP_029482465.1, XP_029499105.1, XP_029535725.1, XP_029535727.1","XP_024242605.2, XP_024252465.1, XP_024253381.1, XP_024253414.2","XP_014021176.1, XP_014021192.1, XP_014056135.1, XP_014056136.1","XP_046155685.1, XP_046157859.1, XP_046169643.1, XP_046191878.1, XP_046196318.1"
"55","OG0000256",3,4,4,4,4,4,4,3,30,"NP_001290830.1, NP_001290971.1, XP_028971785.1","XP_020339461.1, XP_020339984.1, XP_020350344.1, XP_020363077.1","XP_035597369.1, XP_035615588.1, XP_035634542.1, XP_035653432.1","NP_001154135.1, XP_021418624.1, XP_021424281.1, XP_021466256.1","XP_029482719.1, XP_029517319.1, XP_029538372.1, XP_029539785.1","XP_024228621.1, XP_024230648.1, XP_024248775.1, XP_024270264.1","XP_013987566.1, XP_014013272.1, XP_014023438.1, XP_014036264.1","XP_046148208.1, XP_046195726.1, XP_046212101.1"
"56","OG0000270",3,5,1,4,3,4,5,5,30,"XP_010875312.1, XP_010893969.1, XP_028975960.2","XP_031655844.1, XP_031658350.1, XP_031660712.1, XP_031673033.1, XP_031682238.1","XP_035643177.1","XP_036793053.1, XP_036811466.1, XP_036833352.1, XP_036835264.1","XP_029492977.1, XP_029503951.1, XP_029510824.1","XP_042157343.1, XP_042158124.1, XP_042176234.1, XP_042182603.1","XP_013985477.1, XP_013993768.1, XP_014013465.1, XP_014027964.1, XP_014035883.1","XP_046163426.1, XP_046204057.1, XP_046211317.1, XP_046224413.1, XP_046225784.1"
"57","OG0000292",3,4,3,4,4,4,3,4,29,"XP_010881852.1, XP_012994020.1, XP_034151743.1","XP_020336719.1, XP_031657850.1, XP_031666607.1, XP_031686734.1","XP_035642854.1, XP_035645793.1, XP_035654047.1","XP_021431084.1, XP_021441812.1, XP_021458366.1, XP_036836626.1","XP_029490593.1, XP_029494959.1, XP_029497365.1, XP_029523417.1","XP_024235740.1, XP_024274608.1, XP_024279744.1, XP_024295943.1","XP_013980924.1, XP_014003529.1, XP_014030797.1","XP_046167471.1, XP_046202025.1, XP_046203169.1, XP_046205373.1"
"58","OG0000296",5,6,0,6,2,4,4,2,29,"XP_010885876.1, XP_010885877.4, XP_028972809.2, XP_028972810.2, XP_034145836.1","XP_020311074.1, XP_031692700.1, XP_031692701.1, XP_031692703.1, XP_031692704.1, XP_031692705.1","","XP_021456699.2, XP_021467125.2, XP_036840571.1, XP_036840573.1, XP_036840575.1, XP_036840578.1","XP_029486768.1, XP_029507997.1","XP_024275367.2, XP_042156928.1, XP_042175111.1, XP_042175113.1","XP_013999262.1, XP_013999264.1, XP_013999265.1, XP_014061553.1","XP_046147030.1, XP_046154927.1"
"59","OG0000306",3,5,1,4,4,4,4,4,29,"XP_010862657.1, XP_010878880.1, XP_010884619.1","XP_031647151.1, XP_031648587.1, XP_031655922.1, XP_031661404.1, XP_031679990.1","XP_035647265.1","XP_021426718.2, XP_021434425.1, XP_021464230.2, XP_036821071.1","XP_029507087.1, XP_029508795.1, XP_029510913.1, XP_029520472.1","XP_042152454.1, XP_042152729.1, XP_042162932.1, XP_042179776.1","XP_014006159.1, XP_014007502.1, XP_014019157.1, XP_014020124.1","XP_046149569.1, XP_046175124.1, XP_046180016.1, XP_046220195.1"
"60","OG0000316",2,4,4,3,4,4,4,4,29,"XP_010874583.1, XP_010875817.1","XP_020312799.1, XP_020321063.1, XP_020326092.1, XP_020345361.1","XP_035591685.1, XP_035627990.1, XP_035632123.1, XP_035641241.1","XP_021458307.1, XP_021461393.1, XP_021476953.1","XP_029476503.1, XP_029493437.1, XP_029509727.1, XP_029533653.1","XP_024236418.1, XP_024253429.1, XP_024273080.1, XP_024294783.1","XP_013983964.1, XP_013986608.1, XP_014015881.1, XP_014027182.1","XP_046173234.1, XP_046203562.1, XP_046206387.1, XP_046225910.1"
"61","OG0000329",2,4,4,3,4,4,4,4,29,"XP_010881095.1, XP_019909929.1","XP_020343873.1, XP_020351938.1, XP_020356461.1, XP_031656678.1","XP_035598410.1, XP_035608552.1, XP_035630346.1, XP_035650357.1","XP_021430402.1, XP_021455893.2, XP_021467344.1","XP_029486971.1, XP_029530883.1, XP_029533033.1, XP_029544310.1","XP_024233579.1, XP_024275606.1, XP_024285549.1, XP_024293476.1","XP_013986845.1, XP_013999619.1, XP_014060419.1, XP_014065632.1","XP_046147265.1, XP_046153971.1, XP_046164731.1, XP_046222430.1"
"62","OG0000332",3,4,2,4,4,4,4,4,29,"XP_010868267.1, XP_010900205.1, XP_012989562.1","XP_031646045.1, XP_031652880.1, XP_031679438.1, XP_031691553.1","XP_035600360.1, XP_035621318.1","XP_036798899.1, XP_036815899.1, XP_036825661.1, XP_036841081.1","XP_029496455.1, XP_029515742.1, XP_029518005.1, XP_029525209.1","XP_024285168.1, XP_042159037.1, XP_042179531.1, XP_042180095.1","XP_014010150.1, XP_014054971.1, XP_014059614.1, XP_014067560.1","XP_046151551.1, XP_046179896.1, XP_046209859.1, XP_046214549.1"
"63","OG0000338",3,5,2,4,3,5,4,3,29,"XP_010882254.1, XP_019897509.1, XP_028973740.2","XP_020322647.1, XP_031662209.1, XP_031662210.1, XP_031663188.1, XP_031666727.1","XP_035644804.1, XP_035656093.1","XP_021445854.2, XP_021468792.2, XP_036821849.1, XP_036842266.1","XP_029476890.1, XP_029479740.1, XP_029498330.1","XP_024247554.1, XP_024291237.2, XP_024291977.2, XP_042164274.1, XP_042164276.1","XP_013995078.1, XP_013996487.1, XP_014046323.1, XP_014047471.1","XP_046177204.1, XP_046177403.1, XP_046213688.1"
"64","OG0000342",2,4,4,3,4,4,4,4,29,"XP_010870379.1, XP_010891931.1","XP_020318343.1, XP_020323100.1, XP_020348425.1, XP_020354974.1","XP_035592976.1, XP_035641408.1, XP_035643601.1, XP_035656435.1","XP_021455197.1, XP_021460110.1, XP_036841547.1","XP_029479981.1, XP_029489233.1, XP_029498100.1, XP_029542386.1","XP_024247703.1, XP_024275318.1, XP_024277771.1, XP_024291019.1","XP_013978596.1, XP_013995384.1, XP_014024589.1, XP_014045416.1","XP_046155803.1, XP_046177275.1, XP_046209083.1, XP_046216279.1"
"65","OG0000359",4,5,1,5,1,3,3,6,28,"XP_010903090.2, XP_010903092.2, XP_028970128.2, XP_034142912.1","XP_020312645.1, XP_031657625.1, XP_031668835.1, XP_031676250.1, XP_031676264.1","XP_035646222.1","XP_021423945.2, XP_036820252.1, XP_036820270.1, XP_036837615.1, XP_036837621.1","XP_029524190.1","XP_024236178.1, XP_042172580.1, XP_042172584.1","XP_013979896.1, XP_014032204.1, XP_014032217.1","XP_046194282.1, XP_046194381.1, XP_046194571.1, XP_046194572.1, XP_046200947.1, XP_046209776.1"
"66","OG0000360",2,3,4,3,4,4,4,4,28,"NP_001290710.1, NP_001290812.1","XP_020312059.1, XP_020335214.1, XP_020335219.1","XP_035593758.1, XP_035595552.1, XP_035643154.1, XP_035646491.1","XP_021421955.2, XP_021442140.1, XP_021463268.1","XP_029495368.1, XP_029497528.1, XP_029524433.1, XP_029541650.1","XP_024230554.1, XP_024234684.1, XP_024271441.1, XP_024271939.1","NP_001133064.1, XP_013980176.1, XP_014025588.1, XP_014031422.1","XP_046201729.1, XP_046205114.1, XP_046208327.1, XP_046211609.1"
"67","OG0000363",5,2,0,7,3,3,8,0,28,"XP_010886743.2, XP_019899465.1, XP_034146809.1, XP_034146848.1, XP_034146938.1","XP_031674128.1, XP_031674753.1","","XP_021475059.2, XP_021475176.2, XP_036789855.1, XP_036809776.1, XP_036809780.1, XP_036809781.1, XP_036810079.1","XP_029501245.1, XP_029504305.1, XP_029512802.1","XP_024240098.2, XP_042170545.1, XP_042171319.1","NP_001134483.1, NP_001134607.1, XP_014050114.1, XP_014050202.1, XP_014050219.1, XP_014065257.1, XP_014065304.1, XP_014065305.1",""
"68","OG0000365",2,4,0,3,2,3,9,5,28,"XP_010894170.1, XP_034146263.1","XP_031647545.1, XP_031668887.1, XP_031672966.1, XP_031677907.1","","XP_036815603.1, XP_036827986.1, XP_036843075.1","XP_029507979.1, XP_029511178.1","XP_042169904.1, XP_042173051.1, XP_042185318.1","XP_013978963.1, XP_013985323.1, XP_014010675.1, XP_014010857.1, XP_014039321.1, XP_014040677.1, XP_014041746.1, XP_014042618.1, XP_014042771.1","XP_046176287.1, XP_046192888.1, XP_046195028.1, XP_046195249.1, XP_046197176.1"
"69","OG0000374",3,4,2,4,4,4,3,4,28,"XP_010864139.1, XP_010878394.1, XP_034143184.1","XP_020313595.1, XP_020317399.1, XP_031678214.1, XP_031680468.1","XP_035605545.1, XP_035610798.1","XP_021464670.1, XP_036806792.1, XP_036815013.1, XP_036830726.1","XP_029493404.1, XP_029511578.1, XP_029515834.1, XP_029524696.1","XP_024263555.2, XP_042162421.1, XP_042180086.1, XP_042185899.1","XP_013989502.1, XP_014020632.1, XP_014029294.1","XP_046167958.1, XP_046174318.1, XP_046196805.1, XP_046219315.1"
"70","OG0000382",2,4,1,3,1,2,10,5,28,"XP_019900309.2, XP_034147148.1","XP_020356676.1, XP_031651434.1, XP_031679724.1, XP_031679757.1","XP_035608255.1","XP_021440446.2, XP_036818092.1, XP_036837678.1","XP_029532003.1","XP_024285837.2, XP_042155837.1","XP_013979541.1, XP_014011508.1, XP_014024541.1, XP_014036035.1, XP_014040976.1, XP_014041796.1, XP_014042461.1, XP_014045681.1, XP_014064013.1, XP_014066422.1","XP_046168895.1, XP_046172419.1, XP_046188550.1, XP_046219966.1, XP_046222748.1"
"71","OG0000386",2,3,0,3,4,4,7,5,28,"XP_010895542.2, XP_034149528.1","XP_031647118.1, XP_031652163.1, XP_031664690.1","","XP_036817588.1, XP_036821625.1, XP_036823109.1","XP_029499467.1, XP_029511430.1, XP_029512564.1, XP_029513630.1","XP_042152422.1, XP_042153653.1, XP_042167187.1, XP_042168514.1","XP_013985316.1, XP_014019080.1, XP_014019120.1, XP_014039064.1, XP_014039677.1, XP_014070907.1, XP_014070940.1","XP_046149601.1, XP_046152252.1, XP_046152259.1, XP_046169732.1, XP_046172714.1"
"72","OG0000400",2,4,3,3,4,4,4,4,28,"XP_010870057.3, XP_010885874.1","XP_020318794.1, XP_020348098.1, XP_020354550.1, XP_031665594.1","XP_035636089.1, XP_035644721.1, XP_035655328.1","XP_021454720.2, XP_021459551.1, XP_021469602.2","XP_029478826.1, XP_029488409.1, XP_029510277.1, XP_029541922.1","XP_024246857.1, XP_024261727.1, XP_024277190.1, XP_024291956.1","NP_001133587.1, XP_013996436.1, XP_014025159.1, XP_014071905.1","XP_046156976.1, XP_046177187.1, XP_046208614.1, XP_046215186.1"
"73","OG0000412",2,3,3,3,5,3,4,4,27,"XP_010896147.2, XP_034143243.1","XP_020312233.1, XP_031666551.1, XP_031686726.1","XP_035593307.1, XP_035643292.1, XP_035645962.1","XP_021432405.1, XP_021441185.2, XP_036837667.1","XP_029489350.1, XP_029495481.1, XP_029495620.1, XP_029501026.1, XP_029523275.1","XP_024235850.1, XP_042176119.1, XP_042187043.1","XP_013981148.1, XP_013982170.1, XP_014003331.1, XP_014030711.1","XP_046146885.1, XP_046201461.1, XP_046201463.1, XP_046205388.1"
"74","OG0000413",2,4,3,3,4,4,4,3,27,"XP_010885461.1, XP_010888042.1","XP_020307618.1, XP_020312080.1, XP_020336872.1, XP_020346137.2","XP_035604821.1, XP_035640603.1, XP_035653807.1","XP_021419500.1, XP_021432418.1, XP_021433378.1","XP_029486309.1, XP_029489407.1, XP_029523052.1, XP_029524730.1","XP_024228543.1, XP_024233001.1, XP_024235938.1, XP_024279977.1","XP_013981340.1, XP_014003181.1, XP_014008858.1, XP_014063827.1","XP_046151177.1, XP_046156211.1, XP_046185220.1"
"75","OG0000442",3,4,2,4,3,3,5,3,27,"XP_010877212.3, XP_012990905.1, XP_019897836.1","XP_020343731.1, XP_020356615.1, XP_031669363.1, XP_031671941.1","XP_035598608.1, XP_035608341.1","XP_021426334.1, XP_021430187.1, XP_021440362.1, XP_036837918.1","XP_029499509.1, XP_029531135.1, XP_029544139.1","XP_024261087.1, XP_024285755.1, XP_024293259.1","NP_001133542.1, XP_013998679.1, XP_014006508.1, XP_014008224.1, XP_014018333.1","XP_046164408.1, XP_046190259.1, XP_046222673.1"
"76","OG0000448",2,3,4,3,4,4,3,4,27,"XP_019901021.2, XP_019904270.1","XP_020348200.1, XP_031641894.1, XP_031666065.1","XP_035592502.1, XP_035637375.1, XP_035644846.1, XP_035656072.1","XP_021454816.1, XP_021459679.2, XP_036841698.1","XP_029479722.1, XP_029488548.1, XP_029498349.1, XP_029542027.1","XP_024248030.2, XP_042168086.1, XP_042178082.1, XP_042184633.1","XP_013995051.1, XP_014046283.1, XP_014072051.1","XP_046157704.1, XP_046177157.1, XP_046207655.1, XP_046216068.1"
"77","OG0000449",2,3,3,3,4,4,4,4,27,"NP_001290983.1, XP_010882855.1","XP_020318202.2, XP_020348453.1, XP_020355003.1","XP_035641688.1, XP_035644175.1, XP_035655709.1","XP_021444995.1, XP_021455241.1, XP_021460155.1","XP_029479401.1, XP_029488974.1, XP_029498659.1, XP_029542432.1","XP_024247226.1, XP_024275589.1, XP_024277969.1, XP_024291548.1","XP_013978661.1, XP_013995708.1, XP_014024650.1, XP_014046464.1","XP_046156344.1, XP_046178421.1, XP_046207739.1, XP_046215757.1"
"78","OG0000460",4,3,0,6,1,4,4,4,26,"XP_019896252.1, XP_028979021.1, XP_034149876.1, XP_034150010.1","XP_031641455.1, XP_031674396.1, XP_031677710.1","","XP_036796747.1, XP_036798137.1, XP_036804565.1, XP_036824477.1, XP_036828038.1, XP_036828039.1","XP_029513303.1","XP_042160962.1, XP_042162366.1, XP_042169978.1, XP_042172091.1","XP_013985431.1, XP_014038910.1, XP_014038911.1, XP_014041372.1","XP_046171547.1, XP_046188422.1, XP_046192442.1, XP_046195684.1"
"79","OG0000463",2,4,2,3,3,3,6,3,26,"XP_010882774.1, XP_019906045.1","XP_031644816.1, XP_031648973.1, XP_031667874.1, XP_031676383.1","XP_035648436.1, XP_035650650.1","XP_036792452.1, XP_036809235.1, XP_036826949.1","XP_029505130.1, XP_029508827.1, XP_029514800.1","XP_042151200.1, XP_042165966.1, XP_042173074.1","XP_013998431.1, XP_014033810.1, XP_014038265.1, XP_014041287.1, XP_014041395.1, XP_014042378.1","XP_046182976.1, XP_046195437.1, XP_046217483.1"
"80","OG0000467",2,5,0,3,1,3,9,3,26,"XP_034144704.1, XP_034145386.1","XP_031657580.1, XP_031661303.1, XP_031671814.1, XP_031674250.1, XP_031675744.1","","XP_036814986.1, XP_036828376.1, XP_036831257.1","XP_029502445.1","XP_042162323.1, XP_042173888.1, XP_042175998.1","XP_014021231.1, XP_014030178.1, XP_014038615.1, XP_014039152.1, XP_014039995.1, XP_014040083.1, XP_014041118.1, XP_014041175.1, XP_014042283.1","XP_046150745.1, XP_046195558.1, XP_046220074.1"
"81","OG0000474",2,3,4,3,4,3,4,3,26,"XP_019907283.1, XP_019911304.1","XP_020315180.1, XP_020343231.1, XP_020362344.1","XP_035594785.1, XP_035596084.1, XP_035633972.1, XP_035653161.1","XP_021421815.1, XP_021424658.1, XP_036844447.1","XP_029478220.1, XP_029520859.1, XP_029536047.1, XP_029538898.1","XP_024231268.1, XP_024231856.1, XP_024239997.1","NP_001134731.1, XP_013987989.1, XP_014002243.1, XP_014022908.1","XP_046166819.1, XP_046200257.1, XP_046221784.1"
"82","OG0000475",2,3,3,3,4,4,3,4,26,"XP_010864657.1, XP_012991884.1","XP_020314402.1, XP_020350670.1, XP_031650541.1","XP_035595280.1, XP_035635395.1, XP_035652030.1","XP_021421430.1, XP_021472540.1, XP_036839098.1","XP_029478660.1, XP_029483736.1, XP_029526044.1, XP_029539891.1","XP_024239599.1, XP_024239975.2, XP_024282207.1, XP_042155631.1","NP_001117170.1, NP_001117187.1, XP_013991177.1","XP_046166737.1, XP_046199085.1, XP_046200599.1, XP_046222161.1"
"83","OG0000488",3,3,2,5,3,3,4,3,26,"XP_019906678.1, XP_028978192.2, XP_028980671.1","XP_020330730.2, XP_031685364.1, XP_031690416.1","XP_035602256.1, XP_035627255.1","XP_036792486.1, XP_036794473.1, XP_036796132.1, XP_036797143.1, XP_036805168.1","XP_029492268.1, XP_029492273.1, XP_029508746.1","XP_042174647.1, XP_042183564.1, XP_042187099.1","XP_013986111.1, XP_013999073.1, XP_014036173.1, XP_014048918.1","XP_046159671.1, XP_046187647.1, XP_046207502.1"
"84","OG0000495",3,3,3,5,3,4,3,2,26,"XP_028979091.2, XP_034151102.1, XP_034151104.1","XP_020341863.1, XP_020348773.1, XP_031683024.1","XP_035602994.1, XP_035626358.1, XP_035626717.1","XP_021480180.2, XP_021480183.2, XP_036793960.1, XP_036793962.1, XP_036796659.1","XP_029480987.1, XP_029491327.1, XP_029491328.1","XP_024245744.1, XP_024288610.2, XP_042183222.1, XP_042183226.1","XP_014048142.1, XP_014048146.1, XP_014059846.1","XP_046162392.1, XP_046187373.1"
"85","OG0000511",3,3,2,5,3,3,3,3,25,"XP_010867072.5, XP_028971897.1, XP_034150514.1","XP_020353855.2, XP_020364656.2, XP_031642452.1","XP_035601583.1, XP_035606624.1","XP_021417220.2, XP_021417252.2, XP_021451128.2, XP_036789756.1, XP_036803596.1","XP_029483499.1, XP_029535824.1, XP_029535825.1","XP_024270113.2, XP_024270126.2, XP_024270826.2","XP_014042342.1, XP_014044031.1, XP_014055640.1","XP_046157953.1, XP_046157954.1, XP_046171464.1"
"86","OG0000531",2,3,2,3,4,4,3,4,25,"XP_010892360.3, XP_012995203.1","XP_020318206.1, XP_020323263.1, XP_031692228.1","XP_035644053.1, XP_035655825.1","XP_021445075.2, XP_021469028.2, XP_036799590.1","XP_029479498.1, XP_029481736.1, XP_029498563.1, XP_029501219.1","XP_024247323.1, XP_024291446.1, XP_042154876.1, XP_042164381.1","XP_013995856.1, XP_014012739.1, XP_014045948.1","XP_046148576.1, XP_046177671.1, XP_046213652.1, XP_046215831.1"
"87","OG0000535",3,4,2,4,2,2,3,5,25,"XP_010868203.1, XP_010874679.1, XP_010895954.1","XP_020332962.1, XP_020337504.1, XP_020350841.1, XP_031652252.1","XP_035610369.1, XP_035651892.1","XP_021436277.1, XP_021467848.1, XP_036816238.1, XP_036827950.1","XP_029496393.1, XP_029525126.1","XP_024280775.1, XP_024283793.1","XP_013979484.1, XP_014010258.1, XP_014041982.1","XP_046192218.1, XP_046195200.1, XP_046196077.1, XP_046209914.1, XP_046214454.1"
"88","OG0000547",2,3,5,3,3,3,3,3,25,"XP_010880521.2, XP_010896206.2","XP_020325880.1, XP_020343607.1, XP_031693342.1","XP_035598782.1, XP_035608175.1, XP_035609468.1, XP_035631097.1, XP_035649610.1","XP_021456551.1, XP_036810757.1, XP_036841272.1","XP_029487684.1, XP_029532211.1, XP_029544010.1","XP_024234177.1, XP_024276580.1, XP_024293130.1","NP_001136188.1, XP_014000260.1, XP_014039515.1","XP_046148014.1, XP_046154757.1, XP_046164255.1"
"89","OG0000553",3,5,0,4,3,4,4,2,25,"XP_010891192.4, XP_019905742.3, XP_034149330.1","XP_031646990.1, XP_031646996.1, XP_031651323.1, XP_031651324.1, XP_031652188.1","","XP_036817187.1, XP_036817188.1, XP_036820660.1, XP_036820663.1","XP_029528009.1, XP_029528015.1, XP_029537277.1","XP_024299037.2, XP_024301475.2, XP_042152307.1, XP_042153526.1","XP_014018787.1, XP_014041198.1, XP_014070594.1, XP_014070596.1","XP_046149749.1, XP_046149758.1"
"90","OG0000564",4,2,0,7,2,3,3,3,24,"XP_012988279.2, XP_019912327.3, XP_028971079.2, XP_034143914.1","XP_020311564.1, XP_020330883.1","","XP_021434646.1, XP_021449573.2, XP_021449574.2, XP_036825303.1, XP_036825304.1, XP_036825357.1, XP_036825358.1","XP_029502718.1, XP_029513211.1","XP_024235962.1, XP_042157433.1, XP_042165324.1","XP_013981601.1, XP_014025925.1, XP_014044736.1","XP_046195491.1, XP_046208069.1, XP_046208741.1"
"91","OG0000566",2,3,3,3,3,4,3,3,24,"XP_010879314.1, XP_010881849.1","XP_020334384.1, XP_020344656.1, XP_031678898.1","XP_035593447.1, XP_035642855.1, XP_035654045.1","XP_021441820.2, XP_021458386.1, XP_021462977.1","XP_029490594.1, XP_029494960.1, XP_029497366.1","XP_024274609.1, XP_024279748.1, XP_024295949.1, XP_042157627.1","XP_013982183.1, XP_014003532.1, XP_014030787.1","XP_046167514.1, XP_046202024.1, XP_046205372.1"
"92","OG0000572",2,4,2,3,3,4,2,4,24,"XP_010886521.1, XP_034147551.1","XP_020328470.1, XP_031646039.1, XP_031670545.1, XP_031676995.1","XP_035600348.1, XP_035626206.1","XP_036789955.1, XP_036810027.1, XP_036826301.1","XP_029500408.1, XP_029516587.1, XP_029517991.1","XP_024238761.1, XP_042169484.1, XP_042171825.1, XP_042181599.1","XP_014054981.1, XP_014067570.1","XP_046152543.1, XP_046178682.1, XP_046191973.1, XP_046191978.1"
"93","OG0000581",2,5,2,3,2,3,3,4,24,"XP_034142652.1, XP_034150651.1","XP_031644697.1, XP_031650955.1, XP_031667686.1, XP_031675785.1, XP_031676270.1","XP_035648451.1, XP_035650664.1","XP_036790728.1, XP_036809383.1, XP_036827317.1","XP_029514812.1, XP_029518872.1","XP_042150963.1, XP_042165965.1, XP_042172854.1","XP_013998139.1, XP_014034089.1, XP_014057757.1","XP_046182591.1, XP_046194788.1, XP_046195382.1, XP_046217684.1"
"94","OG0000583",2,3,3,3,3,3,4,3,24,"XP_010883827.1, XP_010893633.3","XP_020318121.2, XP_020322473.1, XP_031691894.1","XP_035615210.1, XP_035643430.1, XP_035656559.1","XP_021418570.1, XP_021445749.1, XP_021468366.1","XP_029480120.1, XP_029498198.1, XP_029517255.1","XP_024248730.1, XP_024257963.1, XP_024290823.1","NP_001133283.1, XP_013994668.1, XP_014036331.1, XP_014045121.1","XP_046178311.1, XP_046212049.1, XP_046216505.1"
